IDKABKOT,mean,sd,ci_lower,ci_upper,rse_pct,mse,rmse
1405,0.020367857993752025,0.0029118729750590277,0.015055689639819105,0.02633805112212779,14.296412396199267,8.479004222879113e-06,0.0029118729750590277
1406,0.03718862096952479,0.0036010890313508664,0.030058488304983172,0.04415864140217062,9.683308865638967,1.2967842211715522e-05,0.0036010890313508664
1407,0.03964382126355278,0.0036608056523224665,0.03263186993420211,0.046794345322833525,9.234240130348107,1.3401498024076119e-05,0.0036608056523224665
1408,0.009705986941898968,0.0018066504998114187,0.00653752969371429,0.013531492482314961,18.61377426763722,3.2639860284688494e-06,0.0018066504998114187
1409,0.03314851900689096,0.0033633016990655793,0.026430444725776263,0.03969789499207006,10.146159767700064,1.1311798318937412e-05,0.0033633016990655793
1410,0.031077013020950076,0.0037415719712607194,0.02415354679709383,0.038745016557671146,12.03967694301379,1.3999360816123826e-05,0.0037415719712607194
1471,0.057322470423922654,0.003985698400432577,0.04962953936987158,0.0652008443476457,6.9531169381862625,1.5885791739210805e-05,0.003985698400432577
1473,0.023636498907238606,0.003078149382789301,0.017728706816754862,0.029736147528770646,13.022865166577727,9.475003622766156e-06,0.003078149382789301
1501,0.044867924752162516,0.004654941460688849,0.036094532227469195,0.05409309746349098,10.374764347585506,2.1668480002440037e-05,0.004654941460688849
1502,0.037907313622106475,0.003937225543667044,0.030588090666128866,0.045824765622781254,10.386453608706697,1.5501744981704245e-05,0.003937225543667044
1503,0.03853330312880215,0.004070349291221881,0.030450028634592924,0.04634474617246814,10.563198482144793,1.656774335255047e-05,0.004070349291221881
1504,0.022798085027198232,0.0030153799835310286,0.016938266944418773,0.028651792967689736,13.226461695943605,9.092516445079586e-06,0.0030153799835310286
1505,0.028853608170947696,0.003337495588609266,0.022666227421198715,0.03547330150793696,11.56699560358536,1.1138876803986313e-05,0.003337495588609266
1506,0.02506212546958154,0.003473767923184925,0.018490818923575656,0.032114809811584294,13.860627772377546,1.2067063584148509e-05,0.003473767923184925
1507,0.015962697916722886,0.0026105478718720116,0.010939326144990833,0.0210772252427851,16.35405171162916,6.8149601913354895e-06,0.0026105478718720116
1508,0.02950437280737183,0.003509500515473458,0.022604318698091833,0.0362089837583107,11.894848734410616,1.2316593868108464e-05,0.003509500515473458
1509,0.035570633566034855,0.0037455655192762498,0.028465093587935673,0.04309876049401586,10.52993760238434,1.4029261059191163e-05,0.0037455655192762498
